,synID,x,y,frame,frameRelat,timeFromLast,distFromLast,cluster,G
0,58506,20.567313215729573,19.36056054070736,1305,1,,,,
1,58506,22.887714952872777,21.35619373280927,1665,1,18000.0,265.24554043160623,,
2,58506,21.50388003004596,22.719914556526795,1725,1,3000.0,168.38183851702226,,
3,58506,23.112123786686844,22.351457528280022,1885,1,8000.0,142.99234642937802,,
4,58506,24.19875974378024,24.08480963165263,1905,1,1000.0,177.3024465834615,,
5,35877,21.434285454171807,20.105737032358917,205,1,,,,
6,35877,21.641971884120164,21.482342639823653,225,1,1000.0,120.65595839316751,,
7,35877,20.706523647913254,21.3260014923209,585,1,18000.0,82.1966498118584,,
8,35877,23.09453381592835,20.82147458579485,725,1,7000.0,211.52952631454022,,
9,35877,21.43641055978346,23.207035773400754,1805,1,54000.0,251.7853116503658,,
10,35877,21.110055157247093,19.088572429647225,2245,1,22000.0,358.05238360820687,,
11,93713,22.233484995194253,20.90436017507021,1145,1,,,,
12,93713,22.479937941855898,20.686299719677763,1205,1,3000.0,28.51970985886448,,
13,93713,19.647593020473963,19.371604048797973,2085,1,44000.0,270.6249416554581,,
14,93713,21.500157987729303,20.531826038554485,2125,1,2000.0,189.44373989468414,,
15,93713,21.21294955146985,21.371713902771805,2205,1,4000.0,76.9285825997174,,
16,74982,18.280462873860504,18.966407685180428,365,1,,,,
17,74982,22.889504730806976,22.866003083147795,605,1,12000.0,523.2407062170568,,
18,74982,21.71360275852676,22.80020329987154,625,1,1000.0,102.07093109421403,,
19,74982,18.63998924623269,19.47380558731827,1065,1,22000.0,392.51506439352903,,
20,74982,19.369893883264893,20.914211521257727,1225,1,8000.0,139.94801877574213,,
21,74982,23.079473057245128,22.269963627236542,1885,1,33000.0,342.2953903289327,,
22,74982,22.64158144193049,21.815702474093168,1965,1,4000.0,54.68263295236804,,
23,74982,21.098918967055663,19.046002216677252,2245,1,14000.0,274.76268230221166,,
24,74982,20.485332579870786,19.37582674232408,2605,1,18000.0,60.373301105057735,,
25,74982,21.455188622352832,19.358573669273955,2685,1,4000.0,84.0674895003847,,
26,51518,21.933708244246045,22.135318983838737,765,1,,,,
27,51518,18.87900892272321,22.506773439948407,805,1,2000.0,266.6907594775415,,
28,51518,19.439432518119467,21.747960021323955,1765,1,48000.0,81.75530931905153,,
29,51518,23.92198979941229,21.760177254207548,2085,1,16000.0,388.48974212256417,,
30,51518,24.20927414588508,20.94597285475948,2105,1,1000.0,74.82807756949751,,
31,51518,26.75338152656893,17.702938484125728,2265,1,8000.0,357.22812491606913,,
32,50024,21.40461416002416,21.466719174835912,765,1,,,-1.0,b'\x80\x04\x95\xf8\x02\x00\x00\x00\x00\x00\x00\x8c\x18networkx.classes.digraph\x94\x8c\x07DiGraph\x94\x93\x94)\x81\x94}\x94(\x8c\x05graph\x94}\x94\x8c\x05_node\x94}\x94(K\x00}\x94(\x8c\x01x\x94G@5g\x94\xcb(\xcdb\x8c\x01y\x94G@5wz\xe8hV\x1b\x8c\x05frame\x94G@\x87\xe8\x00\x00\x00\x00\x00\x8c\nframeRelat\x94G?\xf0\x00\x00\x00\x00\x00\x00uK\x01}\x94(h\nG@5\xf1\xbd#\xe6}\x1ah\x0bG@6=J(\x8b\xe7\xf7h\x0cG@\x9dt\x00\x00\x00\x00\x00h\rG?\xf0\x00\x00\x00\x00\x00\x00uK\x02}\x94(h\nG@64W\xbc\xf1\xe2\xcch\x0bG@4\xeew^\xb9\x13sh\x0cG@\x9d\xc4\x00\x00\x00\x00\x00h\rG?\xf0\x00\x00\x00\x00\x00\x00uK\x03}\x94(h\nG@6\x9c@\xe3\x0b\x90th\x0bG@6\x13\x83\xb2\xbfI\x86h\x0cG@\xa0r\x00\x00\x00\x00\x00h\rG?\xf0\x00\x00\x00\x00\x00\x00uK\x04}\x94(h\nG@5\xf7;\x97\xbd\x80\xb0h\x0bG@5\x01\xc6\xe1\x169Ch\x0cG@\xa1\xda\x00\x00\x00\x00\x00h\rG?\xf0\x00\x00\x00\x00\x00\x00uK\x05}\x94(h\nG@6L{\x91\xa9\xbe\xe3h\x0bG@2\x97\x0bp\xfa&sh\x0cG@\xa4\xaa\x00\x00\x00\x00\x00h\rG?\xf0\x00\x00\x00\x00\x00\x00uK\x06}\x94(h\nG@7\x84\x96\xaf\xa7\x9b\xbch\x0bG@2B&\xea\x17tXh\x0cG@\xa4\xd2\x00\x00\x00\x00\x00h\rG?\xf0\x00\x00\x00\x00\x00\x00uu\x8c\x04_adj\x94}\x94(K\x00}\x94K\x01}\x94(\x8c\x0ctimeFromLast\x94G@\xebX\x00\x00\x00\x00\x00\x8c\x0cdistFromLast\x94G@Tk\xbd\x06\xf0\xd3vusK\x01}\x94K\x02}\x94(h\x18G@\x8f@\x00\x00\x00\x00\x00h\x19G@\\\xe4\xa55\xdc\xf1\xe5usK\x02}\x94K\x03}\x94(h\x18G@\xc3\x88\x00\x00\x00\x00\x00h\x19G@ZP\xb8\x16\xab\xac\xddusK\x03}\x94K\x04}\x94(h\x18G@\xc1\x94\x00\x00\x00\x00\x00h\x19G@[\rW\x8fEM\x9fusK\x04}\x94K\x05}\x94(h\x18G@\xd1\x94\x00\x00\x00\x00\x00h\x19G@jnA\x9d\x05N\x80usK\x05}\x94K\x06}\x94(h\x18G@\x8f@\x00\x00\x00\x00\x00h\x19G@[_\xfbe\xf3\xc4\xd7usK\x06}\x94u\x8c\x05_succ\x94h\x15\x8c\x05_pred\x94}\x94(K\x00}\x94K\x01}\x94K\x00h\x17sK\x02}\x94K\x01h\x1bsK\x03}\x94K\x02h\x1dsK\x04}\x94K\x03h\x1fsK\x05}\x94K\x04h!sK\x06}\x94K\x05h#suub.'
33,50024,21.944292300960207,22.239412817150846,1885,1,56000.0,81.68341229932943,-1.0,
34,50024,22.20446377664011,20.931508941826404,1905,1,1000.0,115.57258364273692,0.0,
35,50024,22.61036509544688,22.07622830553148,2105,1,10000.0,105.26123587384377,-1.0,
36,50024,21.96575306297808,21.006940906453803,2285,1,9000.0,108.2084692169942,0.0,
37,50024,22.29876051325017,18.590018330642533,2645,1,18000.0,211.44550944363073,-1.0,
38,50024,23.517924288196568,18.25840628693217,2665,1,1000.0,109.49971913152272,-1.0,
39,48628,20.959875027029245,23.127738806991744,205,1,,,-1.0,"b'\x80\x04\x95T\x03\x00\x00\x00\x00\x00\x00\x8c\x18networkx.classes.digraph\x94\x8c\x07DiGraph\x94\x93\x94)\x81\x94}\x94(\x8c\x05graph\x94}\x94\x8c\x05_node\x94}\x94(K\x00}\x94(\x8c\x01x\x94G@4\xf5\xba^\xa9Vu\x8c\x01y\x94G@7 \xb3}\x8eu\xa8\x8c\x05frame\x94G@i\xa0\x00\x00\x00\x00\x00\x8c\nframeRelat\x94G?\xf0\x00\x00\x00\x00\x00\x00uK\x01}\x94(h\nG@6\xfdS\x8bN\xe8\xe0h\x0bG@3-{\xab\xc9\xcdvh\x0cG@x\x10\x00\x00\x00\x00\x00h\rG?\xf0\x00\x00\x00\x00\x00\x00uK\x02}\x94(h\nG@4\xeb\xad\x99g\x9e\xf2h\x0bG@3F\xaa.\xeaO\x00h\x0cG@\x8e\xc8\x00\x00\x00\x00\x00h\rG?\xf0\x00\x00\x00\x00\x00\x00uK\x03}\x94(h\nG@5\x93s\x8c\x96ySh\x0bG@5\x04HJ\xd3\xc0\xefh\x0cG@\x92\x84\x00\x00\x00\x00\x00h\rG?\xf0\x00\x00\x00\x00\x00\x00uK\x04}\x94(h\nG@5WgT\xd2\x92\xddh\x0bG@6e\x87\x01\x99]%h\x0cG@\x9bD\x00\x00\x00\x00\x00h\rG?\xf0\x00\x00\x00\x00\x00\x00uK\x05}\x94(h\nG@6\xc9\xa1}c\xe5\xfch\x0bG@3\xf4\xf3O|\xc6ih\x0cG@\x9dt\x00\x00\x00\x00\x00h\rG?\xf0\x00\x00\x00\x00\x00\x00uK\x06}\x94(h\nG@3\xc7\xf5\xd7\x1d\xae\xfeh\x0bG@4\xbd\x16H\xe4.\xc0h\x0cG@\x9d\xc4\x00\x00\x00\x00\x00h\rG?\xf0\x00\x00\x00\x00\x00\x00uK\x07}\x94(h\nG@6\xbci\x11\xa5\xa2\xd5h\x0bG@4d\xd06\x15rsh\x0cG@\x9e\x14\x00\x00\x00\x00\x00h\rG?\xf0\x00\x00\x00\x00\x00\x00uu\x8c\x04_adj\x94}\x94(K\x00}\x94K\x01}\x94(\x8c\x0ctimeFromLast\x94G@\xc1\x94\x00\x00\x00\x00\x00\x8c\x0cdistFromLast\x94G@x\x0e7\x05&lCusK\x01}\x94K\x02}\x94(h\x19G@\xddL\x00\x00\x00\x00\x00h\x1aG@fpVP\xaa}#usK\x02}\x94K\x03}\x94(h\x19G@\xc3\x88\x00\x00\x00\x00\x00h\x1aG@d&V\x99Z\x85iusK\x03}\x94K\x04}\x94(h\x19G@\xdbX\x00\x00\x00\x00\x00h\x1aG@^So2\t\xf6\xa8usK\x04}\x94K\x05}\x94(h\x19G@\xbbX\x00\x00\x00\x00\x00h\x1aG@n\xb9\xa9\x10\xf1n\xccusK\x05}\x94K\x06}\x94(h\x19G@\x8f@\x00\x00\x00\x00\x00h\x1aG@p\xd3\xb0H\xdb\xd4<usK\x06}\x94K\x07}\x94(h\x19G@\x8f@\x00\x00\x00\x00\x00h\x1aG@p\x1d>\x16\xa2jBusK\x07}\x94u\x8c\x05_succ\x94h\x16\x8c\x05_pred\x94}\x94(K\x00}\x94K\x01}\x94K\x00h\x18sK\x02}\x94K\x01h\x1csK\x03}\x94K\x02h\x1esK\x04}\x94K\x03h sK\x05}\x94K\x04h""sK\x06}\x94K\x05h$sK\x07}\x94K\x06h&suub.'"
40,48628,22.9895560329104,19.17766832043477,385,1,9000.0,384.88843264588303,-1.0,
41,48628,20.92061766414458,19.276034290508505,985,1,30000.0,179.51053651140782,-1.0,
42,48628,21.575981890427396,21.01672809285895,1185,1,10000.0,161.19807117156896,-1.0,
43,48628,21.341420461091605,22.396591281835885,1745,1,28000.0,121.30366183255194,-1.0,
44,48628,22.787620388879063,19.956837623560578,1885,1,7000.0,245.80188796191067,-1.0,
45,48628,19.781094975230182,20.738621288021704,1905,1,1000.0,269.2305382334778,-1.0,
46,48628,22.735978224695675,20.393802051769352,1925,1,1000.0,257.82765830462824,-1.0,
