synID,x,y,frame,frameRelat,timeFromLast,distFromLast
58506,21.01544156606587,20.0624993068723,114,10,,
58506,21.12796401799393,21.599429703029234,275,11,8050,133.5571392117184
58506,18.5022609073175,23.05089424678047,355,11,4000,260.0153994477082
58506,21.937249994108388,20.686601660367806,448,4,4650,361.4013453108446
58506,22.86043234512367,21.276983132695076,497,13,2450,94.97084773755869
58506,21.615615195145306,21.251540877018673,561,17,3200,107.90668409900448
58506,20.12507798675817,22.18374528113184,571,7,500,152.36350558774902
58506,20.4577583050878,20.484953236743163,583,19,600,150.02524707879252
58506,21.56694859715624,21.287152733035395,606,2,1150,118.63609830290925
58506,21.410478231242596,20.947294168245676,612,8,300,32.42617083669921
58506,21.406492734822436,20.011499377569567,723,19,5550,81.10295072863751
58506,24.492223650018445,22.67895065013084,806,2,4150,353.50048472385384
58506,23.091725273259673,20.910278269501816,929,5,6150,195.52118500372376
58506,20.567313215729573,19.36056054070736,1305,1,18800,256.7189155043746
58506,18.76347375154241,23.789263611940893,1568,4,13150,414.4374962800857
58506,19.669105147852907,23.485589067241577,1590,6,1100,82.78306614514206
58506,21.491714340168013,23.192405358754193,1623,19,1650,159.99006932611448
58506,21.220626884008368,19.81962999225907,1657,13,1700,293.24985568330317
58506,22.438264218776443,19.373632458459532,1660,16,150,112.38479671414765
58506,22.887714952872777,21.35619373280927,1665,1,250,176.18195437285067
58506,19.212267808800295,22.534365778460845,1688,4,1150,334.50415590750237
58506,21.503880030045956,22.719914556526795,1725,1,1850,199.2563532238047
58506,18.895065402637933,17.375486642285583,1734,10,450,515.4213452195349
58506,23.112123786686844,22.351457528280022,1885,1,7550,565.2890563122282
58506,24.19875974378024,24.08480963165263,1905,1,1000,177.30244590152898
58506,24.97852434348485,23.157606647574255,1933,9,1400,104.99687965385553
58506,23.842038437261998,23.729593311881246,2096,12,8150,110.26673802956341
58506,23.878893769945176,23.839914004339004,2102,18,300,10.080555658475381
58506,22.947026065044525,24.560831194943827,2123,19,1050,102.10859873677722
58506,17.973791590248435,18.798083117286907,2327,3,10200,659.7054287612774
35877,20.57510258095863,21.071470558437596,81,17,,
35877,21.434285454171807,20.105737032358913,205,1,6200,112.02606057115483
35877,21.641971884120164,21.482342639823653,225,1,1000,120.65595792910644
35877,22.591118414876,21.388749825399422,276,12,2550,82.65831921485227
35877,23.08527115337411,20.737834538984146,306,2,1500,70.82727691760515
35877,21.68073041379453,22.067571742760645,326,2,1000,167.626322080671
35877,20.699812857968723,22.56781081852036,461,17,6750,95.42934254952355
35877,20.515594963265137,22.676601936386707,474,10,650,18.54175356612038
35877,20.706523647913258,21.3260014923209,585,1,5550,118.21585331556192
35877,20.144483212108412,22.021287519888467,598,14,650,77.48368914011837
35877,19.553739633650906,20.16677216936669,640,16,2100,168.68203779456212
35877,21.445781702748206,20.427049591044696,718,14,3900,165.52125236386738
35877,23.09453381592835,20.82147458579485,725,1,350,146.9237638469906
35877,20.663033877065253,19.992820787603108,777,13,2600,222.63145258689107
35877,20.943140269238427,20.952177227153374,832,8,2750,86.61570767687685
35877,23.515935492158434,21.021578769452194,919,15,4350,223.0566963106451
35877,19.2740915281988,19.683840353747758,998,14,3950,385.47463060492316
35877,20.7705654087098,19.846019564015577,1120,16,6100,130.45380841914246
35877,19.76138893016347,19.71538085788482,1131,7,550,88.19173923270854
35877,20.919384729029105,20.789489263900624,1207,3,3800,136.88568959096432
35877,21.79357127034602,21.635169113624354,1449,5,12100,105.41233986693017
35877,20.932607814434313,23.370530715517965,1521,17,3600,167.89053517554305
35877,20.9967849402896,20.145230235330324,1552,8,1550,279.5813727363668
35877,22.083109133198207,22.47780675609352,1571,7,950,223.0048607009984
35877,21.261795080992464,23.521833244552994,1669,5,4900,115.1247875001542
35877,20.963045181168233,23.799386674463904,1744,20,3750,35.34123945380419
35877,21.809309028809675,23.350306899092857,1770,6,1300,83.02988469107656
35877,21.314962048909994,23.991053084654606,1774,10,200,70.13762636838126
35877,21.625888723145668,23.65775658500519,1780,16,300,39.50345702432641
35877,21.43641055978346,23.207035773400754,1805,1,1250,42.37381629909165
35877,21.51162734555946,22.83631832959351,1861,17,2800,32.783491084467805
35877,23.218756887778234,23.21924140952752,1975,11,5700,151.62757147131788
35877,22.623383479476818,24.050542040029683,1999,15,1200,88.61768308011915
35877,22.254770669827145,23.38679396359984,2064,20,3250,65.80031685028821
35877,21.11760307547994,18.910362544429915,2149,5,4250,400.27981532922115
35877,21.96823440750801,20.80934204709221,2170,6,1050,180.33533722368261
35877,22.92887699832512,21.426245889490918,2194,10,1200,98.94451125798155
35877,23.488700459581548,22.219069240622677,2208,4,700,84.11450618307917
35877,21.110055157247093,19.088572429647222,2245,1,1850,340.7440143813306
35877,22.726207120471738,20.405161453612454,2250,6,250,180.66110651198602
93713,21.182938311145044,22.764145082182424,130,6,,
93713,19.093512467358412,21.908670456826023,366,2,11800,195.67362683041074
93713,18.4228630872339,20.270434216733378,419,15,2650,153.4168567054428
93713,23.03430184599609,22.51232573611244,492,8,3650,444.3849285758549
93713,18.965711939154954,22.770164623141557,646,2,7700,353.31848383699645
93713,18.73172818578561,20.10619370960071,789,5,7150,231.7663299130289
93713,19.285391380584183,19.744531257818235,806,2,850,57.31430301585766
93713,21.57264063533478,22.306596176159736,954,10,7400,297.65534879991094
93713,18.191440774899476,19.974292176558855,969,5,750,355.9896440957408
93713,17.769964945192694,20.25906585446492,977,13,400,44.084116025174495
93713,23.047793378039046,21.793832546370602,995,11,900,476.35915107589983
93713,23.626545788718097,21.628845555618412,1097,13,5100,52.156851105250155
93713,22.411928005959933,21.747139227679074,1132,8,1750,105.7649317908121
93713,22.337064561345546,22.10484017714081,1139,15,350,31.672428440680612
93713,22.233484995194253,20.90436017507021,1145,1,300,104.42815341134856
93713,22.479937941855898,20.686299719677763,1205,1,3000,28.51970974917329
93713,21.065726583632564,19.684345755454565,1207,3,100,150.2087483106137
93713,20.810021065690652,20.40427531388081,1228,4,1050,66.21264595202862
93713,18.421149543300785,21.10718842555874,1272,8,2200,215.81207718508048
93713,19.016634646271626,20.773883903195696,1312,8,2000,59.142898779311174
93713,18.544392324908838,20.817550758584726,1337,13,1250,41.10226440608309
93713,18.664542871076872,19.271826500032823,1404,20,3350,134.366867392595
93713,18.880127008825276,20.437962333231113,1576,12,8600,102.77765256970059
93713,19.615867308976735,19.844903990088607,1623,19,2350,81.90032042015842
93713,21.7339500869859,19.489928460938497,1668,4,2250,186.12728087751097
93713,21.391718070886693,19.67919805946471,1673,9,250,33.8938401529525
93713,22.5389028963151,20.723119385661782,1711,7,1900,134.42569269434932
93713,21.29369926945514,21.560744914693537,1738,14,1350,130.06205583319354
93713,20.065458053977526,20.854232078301436,1775,11,1850,122.80201432731202
93713,20.406225108506472,20.82767564734871,1826,2,2550,29.622690688547415
93713,19.814063878099855,19.727306733688913,1907,3,4050,108.29750526557083
93713,20.160053257207917,20.797690746040526,1928,4,1050,97.49251110971326
93713,20.53389759013652,19.29456447975613,1979,15,2550,134.23959320624644
93713,21.835037548071387,19.394666046603923,2000,16,1050,113.09868882933911
93713,19.647593020473963,19.371604048797973,2085,1,4250,189.5890615085309
93713,20.586155818950235,20.367792499416467,2114,10,1450,118.6191427187871
93713,21.500157987729303,20.531826038554485,2125,1,550,80.47908695573638
93713,20.835830351443644,20.554598844487614,2128,4,150,57.60887961065263
93713,20.611339618165026,19.640770773211294,2135,11,350,81.55318750021475
93713,21.285535085704208,20.302234634221627,2187,3,2600,81.85637844434856
93713,21.212949551469855,21.371713902771805,2205,1,900,92.90143440895777
93713,20.420221036553006,20.872417828823973,2215,11,500,81.19492224460471
93713,21.92266895002571,20.82077304708002,2235,11,1000,130.2890562189228
93713,21.82844807113636,21.65080962044083,2269,5,1700,72.39848694731259
93713,20.923946121469726,18.834703186591092,2277,13,400,256.3426429873184
93713,21.285668770145303,19.60443926046541,2281,17,200,73.70931970624022
93713,22.43042756670095,20.993825845701576,2330,6,2450,156.0208897343702
93713,21.208871018938982,21.912278336703775,2349,5,950,132.45421159627608
93713,21.18160961689917,21.119679987893385,2352,8,150,68.73247661661506
93713,21.416103522838675,21.231656305017072,2387,3,1750,22.521011217448752
74982,18.280462873860504,18.966407685180428,365,1,,
74982,20.254192984383465,21.982624077452297,472,8,5350,312.39903590254363
74982,20.000764027958287,20.864210834197497,492,8,1000,99.38646828317968
74982,22.889504730806976,22.866003083147795,605,1,5650,304.5935116042456
74982,20.142411078307063,21.09788141099069,608,4,150,283.1332191627997
74982,21.713602758526758,22.80020329987154,625,1,850,200.77027065013627
74982,21.023460349043944,22.356923457340944,630,6,250,71.08746173026181
74982,23.18968761787302,21.547220020115937,679,15,2450,200.4261105150037
74982,21.91013711975692,22.167263541696194,743,19,3200,123.22840263405969
74982,23.138973980070396,21.83417472580308,781,17,1900,110.34229648647343
74982,23.54418850103543,22.419005244771647,786,2,250,61.66292490346591
