,synID,x,y,frame,frameRelat,timeFromLast,distFromLast,cluster,cluster_o,G
66,168668,20.20856064967909,20.90562487710424,525,1,,,0.0,0.0,"b'\x80\x04\x95\xd9\x02\x00\x00\x00\x00\x00\x00\x8c\x18networkx.classes.digraph\x94\x8c\x07DiGraph\x94\x93\x94)\x81\x94}\x94(\x8c\x05graph\x94}\x94\x8c\x05_node\x94}\x94(K\x00}\x94(\x8c\x01x\x94G@45d;\x11\x9a\xad\x8c\x01y\x94G@4\xe7\xd7\x08-\x9bSuK\x01}\x94(h\nG@4\xe6F\x80g\x0c\xa4h\x0bG@4\xc1\xf4\xb1\xd7b\xfauK\x02}\x94(h\nG@4d\xec\xa1\x81R\xb9h\x0bG@3\xb8\xeb\xa8F\xe9\xb9uK\x03}\x94(h\nG@68m\x86\xfa\x98\xb7h\x0bG@4\x10\r/\x0f%\x92uK\x04}\x94(h\nG@5Ti\xa3:!\xffh\x0bG@4\x85\x99+\xf0\x02?uK\x05}\x94(h\nG@5\xe5\xc7""\xea\x95\xd1h\x0bG@4\x97}\t\x81LuuK\x06}\x94(h\nG@6\x17\xbb\xb1\xd3\x00\x9eh\x0bG@4u\xa9R\xe5$\xaauK\x07}\x94(h\nG@4U8\x19\x7f\x10jh\x0bG@5\x157\xe3j\x9f\x90uK\x08}\x94(h\nG@4\xa4]\x9a\xb4\x0f\x15h\x0bG@4=\x95gd\xd1Quu\x8c\x04_adj\x94}\x94(K\x00}\x94K\x01}\x94(\x8c\x0ctimeFromLast\x94G@\x8d\xb0\x00\x00\x00\x00\x00\x8c\x0cdistFromLast\x94G@Q\x15\x96\x96\x95\x10\x02usK\x01}\x94K\x02}\x94(h\x18G@\xbcR\x00\x00\x00\x00\x00h\x19G@X\xaejL\xe2%VusK\x02}\x94K\x03}\x94(h\x18G@\x89\x00\x00\x00\x00\x00\x00h\x19G@`$Ho\xa4UWusK\x03}\x94K\x04}\x94(h\x18G@y\x00\x00\x00\x00\x00\x00h\x19G@3\x02\xa5\xaf` \x9ausK\x04}\x94K\x05}\x94(h\x18G@b\xc0\x00\x00\x00\x00\x00h\x19G@L\xb9p[\xcd\xc0\nusK\x05}\x94K\x06}\x94(h\x18G@\xa0\x04\x00\x00\x00\x00\x00h\x19G@A\xf4\x13\x86\x0f\x85\xccusK\x06}\x94K\x07}\x94(h\x18G@\xa1\x94\x00\x00\x00\x00\x00h\x19G@c\xf9\x1eu\xde\xf2\xb0usK\x07}\x94K\x08}\x94(h\x18G@\xa5\xe0\x00\x00\x00\x00\x00h\x19G@T\xce\tR\x828\x89usK\x08}\x94u\x8c\x05_succ\x94h\x15\x8c\x05_pred\x94}\x94(K\x00}\x94K\x01}\x94K\x00h\x17sK\x02}\x94K\x01h\x1bsK\x03}\x94K\x02h\x1dsK\x04}\x94K\x03h\x1fsK\x05}\x94K\x04h!sK\x06}\x94K\x05h#sK\x07}\x94K\x06h%sK\x08}\x94K\x07h\'suub.'"
67,168668,20.89951326862196,20.757639994701982,585,1,3000.0,61.24062118174705,1.0,1.0,
68,168668,20.394235700676948,19.722345845520724,1185,1,30000.0,99.8413698382946,2.0,2.0,
69,168668,22.220421253376767,20.062701169202747,1605,1,21000.0,160.9948066044979,1.0,1.0,
70,168668,21.329736901943757,20.521868463607685,1745,1,7000.0,86.84648637564747,1.0,1.0,
71,168668,21.897569830199988,20.591751665179306,1805,1,3000.0,49.58349502343671,1.0,1.0,
72,168668,22.09270774270464,20.459614926283997,2305,1,25000.0,20.424478940759094,1.0,1.0,
73,168668,20.33288726188804,21.08288403847797,2385,1,4000.0,161.8007756403912,0.0,0.0,
74,168668,20.64205328842134,20.24056097232216,2865,1,24000.0,77.76334910428878,2.0,2.0,
75,95184,22.10981579848095,18.408960208472248,1045,1,,,0.0,-1.0,b'\x80\x04\x95\xc1\x01\x00\x00\x00\x00\x00\x00\x8c\x18networkx.classes.digraph\x94\x8c\x07DiGraph\x94\x93\x94)\x81\x94}\x94(\x8c\x05graph\x94}\x94\x8c\x05_node\x94}\x94(K\x00}\x94(\x8c\x01x\x94G@6\x1c\x1c\xe3_\x0fO\x8c\x01y\x94G@2h\xb1\x9d\xc0\xc0\xefuK\x01}\x94(h\nG@7\xb4\x88\x18Do\x92h\x0bG@6\x07\x1fT\tl\xb4uK\x02}\x94(h\nG@8\x00\xbf\xdb\xf38\x1fh\x0bG@6\x04&\xad\xcdd\x1buK\x03}\x94(h\nG@7\xea\xfb\xe8\x15\xb8\x11h\x0bG@6\x02\xdd\xb6\x13\xc0juK\x04}\x94(h\nG@6\n\x01\xbeNq\xfeh\x0bG@33\xdf\xcb\xb9\x8c\xaauu\x8c\x04_adj\x94}\x94(K\x00}\x94K\x01}\x94(\x8c\x0ctimeFromLast\x94G@o@\x00\x00\x00\x00\x00\x8c\x0cdistFromLast\x94G@X\x913\x81\x0eZ\xb2usK\x01}\x94K\x02}\x94(h\x14G@b\xc0\x00\x00\x00\x00\x00h\x15G@6\xaeAz\x972lusK\x02}\x94K\x03}\x94(h\x14G@\x82\xc0\x00\x00\x00\x00\x00h\x15G@5\xa8\x8b}\xd9\xd0\xc5usK\x03}\x94K\x04}\x94(h\x14G@\x9bX\x00\x00\x00\x00\x00h\x15G@d\nk\xa7h\xc8\xc2usK\x04}\x94u\x8c\x05_succ\x94h\x11\x8c\x05_pred\x94}\x94(K\x00}\x94K\x01}\x94K\x00h\x13sK\x02}\x94K\x01h\x17sK\x03}\x94K\x02h\x19sK\x04}\x94K\x03h\x1bsuub.'
76,95184,23.70520164175793,22.02782178144544,1365,1,16000.0,342.76011571211365,1.0,0.0,
77,95184,24.00292753875703,22.01621519340925,1685,1,16000.0,25.82252071802334,1.0,0.0,
78,95184,23.917906289389126,22.011195545026943,1705,1,1000.0,7.381342198498224,1.0,0.0,
79,95184,22.039089101936035,19.20263360290543,2145,1,22000.0,292.8510524142308,2.0,-1.0,
80,76647,20.84174093058681,21.38789478325257,565,1,,,0.0,-1.0,"b""\x80\x04\x95\xc1\x01\x00\x00\x00\x00\x00\x00\x8c\x18networkx.classes.digraph\x94\x8c\x07DiGraph\x94\x93\x94)\x81\x94}\x94(\x8c\x05graph\x94}\x94\x8c\x05_node\x94}\x94(K\x00}\x94(\x8c\x01x\x94G@4\xd7|Uh\x930\x8c\x01y\x94G@5cM\x12\x90[\xdauK\x01}\x94(h\nG@4\xcd\xa8\xb2Pjuh\x0bG@2\xc3,\xb1\xbdu\xb2uK\x02}\x94(h\nG@6'\x97yL3Rh\x0bG@1\xd1\x19\xac}\xf59uK\x03}\x94(h\nG@5\xdc\xcd(Q)\xa7h\x0bG@6Y\xe8\r*'\x91uK\x04}\x94(h\nG@4\x07\x06\xc9\xf5[\x0eh\x0bG@4F\xc1O\x85\xddEuu\x8c\x04_adj\x94}\x94(K\x00}\x94K\x01}\x94(\x8c\x0ctimeFromLast\x94G@\x89\x00\x00\x00\x00\x00\x00\x8c\x0cdistFromLast\x94G@T$\xd6X\x90\xa0\xf0usK\x01}\x94K\x02}\x94(h\x14G@r\xc0\x00\x00\x00\x00\x00h\x15G@U\xd4&\xc5\n\x1b\x9busK\x02}\x94K\x03}\x94(h\x14G@\x9a\x90\x00\x00\x00\x00\x00h\x15G@aZ\xd2(i\x88xusK\x03}\x94K\x04}\x94(h\x14G@\x8d\xb0\x00\x00\x00\x00\x00h\x15G@T>\xe3`s[$usK\x04}\x94u\x8c\x05_succ\x94h\x11\x8c\x05_pred\x94}\x94(K\x00}\x94K\x01}\x94K\x00h\x13sK\x02}\x94K\x01h\x17sK\x03}\x94K\x02h\x19sK\x04}\x94K\x03h\x1bsuub."""
81,76647,20.803355354912544,18.76240073085291,985,1,21000.0,227.56722318291202,1.0,-1.0,
82,76647,22.15465505705226,17.816798001052323,1005,1,1000.0,142.9389920379907,2.0,-1.0,
83,76647,21.86250545484077,22.351197073737755,1985,1,49000.0,393.7962268050024,3.0,-1.0,
84,76647,20.027447340394296,20.27638718622372,2305,1,16000.0,240.05697129416313,4.0,-1.0,
85,115563,23.9907825208141,17.93647134120171,605,1,,,0.0,-1.0,"b'\x80\x04\x95M\x02\x00\x00\x00\x00\x00\x00\x8c\x18networkx.classes.digraph\x94\x8c\x07DiGraph\x94\x93\x94)\x81\x94}\x94(\x8c\x05graph\x94}\x94\x8c\x05_node\x94}\x94(K\x00}\x94(\x8c\x01x\x94G@7\xfd\xa3\xec\\XR\x8c\x01y\x94G@1\xef\xbc\x95\xf8\x1aDuK\x01}\x94(h\nG@5\xfb\xc1\x0e2F\x8dh\x0bG@2E|\x1c\xdb\x80\xdeuK\x02}\x94(h\nG@9e\xa2{f\xc0\xefh\x0bG@7tTjX\xc7\xf7uK\x03}\x94(h\nG@7V\x04\xe7,\xc7%h\x0bG@3\nI\xefbi\xb6uK\x04}\x94(h\nG@9\x0f\x19\x84\xfd\xef\x85h\x0bG@4\t|\x05\xbcvmuK\x05}\x94(h\nG@8J\xe7?}\xf8\xeeh\x0bG@2\xee#P\xa0\x82\x9buK\x06}\x94(h\nG@8\xc9\xf8\xa3\x85\xd3\x95h\x0bG@7H\x989?\xa3\xecuu\x8c\x04_adj\x94}\x94(K\x00}\x94K\x01}\x94(\x8c\x0ctimeFromLast\x94G@\x8f@\x00\x00\x00\x00\x00\x8c\x0cdistFromLast\x94G@f\x0c\x12\x1c\xdc\x01\xc1usK\x01}\x94K\x02}\x94(h\x16G@\xaf\xa4\x00\x00\x00\x00\x00h\x17G@V\x82Nm\x18e,usK\x02}\x94K\x03}\x94(h\x16G@\xb7>\x00\x00\x00\x00\x00h\x17G@v\xb8\xd7\xd4\x9b:<usK\x03}\x94K\x04}\x94(h\x16G@\x89\x00\x00\x00\x00\x00\x00h\x17G@cLl\xb1\x8f\xc8\xd1usK\x04}\x94K\x05}\x94(h\x16G@\x8a\x90\x00\x00\x00\x00\x00h\x17G@sY\xd5,\x88\x9e\xb0usK\x05}\x94K\x06}\x94(h\x16G@\xc0\xe5\x00\x00\x00\x00\x00h\x17G@p\xfc\x02|3\xcf`usK\x06}\x94u\x8c\x05_succ\x94h\x13\x8c\x05_pred\x94}\x94(K\x00}\x94K\x01}\x94K\x00h\x15sK\x02}\x94K\x01h\x19sK\x03}\x94K\x02h\x1bsK\x04}\x94K\x03h\x1dsK\x05}\x94K\x04h\x1fsK\x06}\x94K\x05h!suub.'"
86,115563,21.983414542459787,18.27142505988092,625,1,1000.0,176.3772788642489,1.0,-1.0,
87,115563,25.39701052912363,23.45441307704456,825,1,10000.0,537.8644770899919,2.0,-1.0,
88,115563,23.336012314254862,19.04019066002521,965,1,7000.0,422.2107138055819,3.0,-1.0,
89,115563,25.058983146663667,20.037048681746843,1045,1,4000.0,172.51581692609497,4.0,-1.0,
90,115563,24.29259106469629,18.930226363360457,1385,1,17000.0,116.67579824616995,5.0,-1.0,
91,115563,24.788950176403507,23.28357274821967,1585,1,10000.0,379.73464466439225,6.0,-1.0,
92,225121,20.29769827765565,24.05864213469601,525,1,,,0.0,-1.0,"b'\x80\x04\x95\xc1\x01\x00\x00\x00\x00\x00\x00\x8c\x18networkx.classes.digraph\x94\x8c\x07DiGraph\x94\x93\x94)\x81\x94}\x94(\x8c\x05graph\x94}\x94\x8c\x05_node\x94}\x94(K\x00}\x94(\x8c\x01x\x94G@4L5\xf4N\x9bF\x8c\x01y\x94G@8\x0f\x03+\xc2\xaf\xdfuK\x01}\x94(h\nG@50TM\xe1\xe8rh\x0bG@7\x08\xa6\xc1\x84qDuK\x02}\x94(h\nG@2~\xf0\x02\x96\xdd\xffh\x0bG@6\x836\xd7q,/uK\x03}\x94(h\nG@6\xa4.\xc5\x91\xbc\xb4h\x0bG@6\xa3\xee\xbbE\xd5\xe3uK\x04}\x94(h\nG@7!S\x8a\xf7|\x94h\x0bG@3\xa4\xad1\xab\x0e\xffuu\x8c\x04_adj\x94}\x94(K\x00}\x94K\x01}\x94(\x8c\x0ctimeFromLast\x94G@\x9a\x90\x00\x00\x00\x00\x00\x8c\x0cdistFromLast\x94G@mq\\\x85\xed\x04\xcausK\x01}\x94K\x02}\x94(h\x14G@\xb1b\x00\x00\x00\x00\x00h\x15G@j\xf64\x98o<\xc7usK\x02}\x94K\x03}\x94(h\x14G@Y\x00\x00\x00\x00\x00\x00h\x15G@K\xbc\xa0\xec\x06w\x1eusK\x03}\x94K\x04}\x94(h\x14G@r\xc0\x00\x00\x00\x00\x00h\x15G@e\xaa\xe1\x1d\x04E\x95usK\x04}\x94u\x8c\x05_succ\x94h\x11\x8c\x05_pred\x94}\x94(K\x00}\x94K\x01}\x94K\x00h\x13sK\x02}\x94K\x01h\x17sK\x03}\x94K\x02h\x19sK\x04}\x94K\x03h\x1bsuub.'"
93,225121,21.1887863804372,23.033794493517476,705,1,9000.0,117.69933581314612,1.0,-1.0,
94,225121,18.49584976371079,22.51255556595805,905,1,10000.0,237.719627521268,2.0,-1.0,
95,225121,22.641338680343964,22.64036150412529,1145,1,12000.0,359.4465489639687,3.0,-1.0,
96,225121,23.13018101255564,19.643267730963085,2865,1,86000.0,263.180639759128,4.0,-1.0,
97,117554,18.974912204107,20.149077880826407,465,1,,,0.0,-1.0,"b'\x80\x04\x95\xab\x03\x00\x00\x00\x00\x00\x00\x8c\x18networkx.classes.digraph\x94\x8c\x07DiGraph\x94\x93\x94)\x81\x94}\x94(\x8c\x05graph\x94}\x94\x8c\x05_node\x94}\x94(K\x00}\x94(\x8c\x01x\x94G@2\xf9\x93\xd8\xa1\x1c`\x8c\x01y\x94G@4&)\xf7\xce\xb4\xd7uK\x01}\x94(h\nG@2%\xdc\xc8\x97%\x13h\x0bG@5Y>\xfd)\x14\xc0uK\x02}\x94(h\nG@1\xf1q\xe6\x97\xf5\x12h\x0bG@5\x11\xca\xc2G\xd0\xefuK\x03}\x94(h\nG@2\xcd\x8b\xa8\x82\xc2\xcbh\x0bG@5\xb9w^w\xa8-uK\x04}\x94(h\nG@2n\x0f\x8eT\x8fdh\x0bG@6\x9a\xb4\x9b\xc6|7uK\x05}\x94(h\nG@3z\xc8i\x9d\x88rh\x0bG@73\xae\xd8(\x7f\xacuK\x06}\x94(h\nG@7u\x8eyW\xf6Vh\x0bG@3\xf8\x86\x9c\x12\x12>uK\x07}\x94(h\nG@7\xa7\xd7\xb5\x9fIhh\x0bG@3P\xceO\xc5\'\xa6uK\x08}\x94(h\nG@5t<P\x88xhh\x0bG@69\xb6w\x1e\x0e\xceuK\t}\x94(h\nG@1X\xd6J\xac\xeb}h\x0bG@6\x87\xdf#\xcd\xc4\xeeuK\n}\x94(h\nG@3\xc1r\xa5\xf2\xce\xa6h\x0bG@6-h\xb18:huK\x0b}\x94(h\nG@3\xcf\xfe\x13Y\xbe\\h\x0bG@4\xf6\xbcPqP\xe3uu\x8c\x04_adj\x94}\x94(K\x00}\x94K\x01}\x94(\x8c\x0ctimeFromLast\x94G@\xa8\x9c\x00\x00\x00\x00\x00\x8c\x0cdistFromLast\x94G@[=\xc1\x9f\xfdS\xafusK\x01}\x94K\x02}\x94(h\x1bG@\x8f@\x00\x00\x00\x00\x00h\x1cG@>\x00IlW\x1a:usK\x02}\x94K\x03}\x94(h\x1bG@\x9f@\x00\x00\x00\x00\x00h\x1cG@Wk\x03\rn\xf1GusK\x03}\x94K\x04}\x94(h\x1bG@Y\x00\x00\x00\x00\x00\x00h\x1cG@Q\x10\xdb\xcd\x80\x02{usK\x04}\x94K\x05}\x94(h\x1bG@\x85\xe0\x00\x00\x00\x00\x00h\x1cG@KI97\xeaXPusK\x05}\x94K\x06}\x94(h\x1bG@\xb1\x94\x00\x00\x00\x00\x00h\x1cG@|\x17\xba\xf5\xe2b;usK\x06}\x94K\x07}\x94(h\x1bG@\xb2\x8e\x00\x00\x00\x00\x00h\x1cG@e\x9e\xf0T\x0e\x1c\\usK\x07}\x94K\x08}\x94(h\x1bG@\xb7p\x00\x00\x00\x00\x00h\x1cG@s\xc3\xb2\x90]3\xdbusK\x08}\x94K\t}\x94(h\x1bG@b\xc0\x00\x00\x00\x00\x00h\x1cG@i\x16\xa9\xa8\xdf\xcazusK\t}\x94K\n}\x94(h\x1bG@\x8a\x90\x00\x00\x00\x00\x00h\x1cG@6\xee=\xde\x0b\\\xc6usK\n}\x94K\x0b}\x94(h\x1bG@i\x00\x00\x00\x00\x00\x00h\x1cG@e""\x99\x1c\xab\xfb\xbeusK\x0b}\x94u\x8c\x05_succ\x94h\x18\x8c\x05_pred\x94}\x94(K\x00}\x94K\x01}\x94K\x00h\x1asK\x02}\x94K\x01h\x1esK\x03}\x94K\x02h sK\x04}\x94K\x03h""sK\x05}\x94K\x04h$sK\x06}\x94K\x05h&sK\x07}\x94K\x06h(sK\x08}\x94K\x07h*sK\t}\x94K\x08h,sK\n}\x94K\th.sK\x0b}\x94K\nh0suub.'"
98,117554,18.14790013971385,21.34861738446193,845,1,19000.0,126.27323246183467,1.0,0.0,
99,117554,17.943144237612678,21.06950010541271,865,1,1000.0,30.001131888075577,1.0,0.0,
100,117554,18.802912265705157,21.724477676594848,905,1,2000.0,93.67209733594966,2.0,-1.0,
101,117554,18.429924865383683,22.60431836696463,1405,1,25000.0,82.82177665561052,3.0,-1.0,
102,117554,19.47962055297871,23.20188666332949,1445,1,2000.0,104.68206992220401,4.0,-1.0,
103,117554,23.4592052306892,19.970803980266503,1545,1,5000.0,444.26291732677754,5.0,-1.0,
104,117554,23.655635215175977,19.31564806521751,1685,1,7000.0,59.27736266998884,6.0,-1.0,
105,117554,21.45404532748981,22.225440449560487,1805,1,6000.0,316.2312163349023,7.0,-1.0,
106,117554,17.347019831864134,22.530748594032893,1905,1,5000.0,356.92448537439657,8.0,-1.0,
107,117554,19.755655643252474,22.17737872717626,2025,1,6000.0,210.9830765827027,9.0,-1.0,
108,117554,19.812470635805184,20.96381094709876,2745,1,36000.0,105.29111310269394,10.0,-1.0,
109,156170,21.26615365461747,19.631738922799837,845,1,,,0.0,-1.0,"b'\x80\x04\x95\x07\x02\x00\x00\x00\x00\x00\x00\x8c\x18networkx.classes.digraph\x94\x8c\x07DiGraph\x94\x93\x94)\x81\x94}\x94(\x8c\x05graph\x94}\x94\x8c\x05_node\x94}\x94(K\x00}\x94(\x8c\x01x\x94G@5D""\xa5ZJ\xfc\x8c\x01y\x94G@3\xa1\xb9\xa4]\t\x1buK\x01}\x94(h\nG@2\xcfs\xc33\x13\x81h\x0bG@6M\xe5\x0e\xb8\xd8>uK\x02}\x94(h\nG@4\x95\x7f\xc0+Rph\x0bG@6A\xbd\xdeY\x0c\xcauK\x03}\x94(h\nG@2\xe5|XV\x89Bh\x0bG@6\xef\x08\x1c,\x87BuK\x04}\x94(h\nG@4\xdf\x1b*\x0e\x97Sh\x0bG@6\x89\xf6\x8aW\xca\xb4uK\x05}\x94(h\nG@6T4\x1dV \x8bh\x0bG@5\xb9\x1euD\xbe\x06uu\x8c\x04_adj\x94}\x94(K\x00}\x94K\x01}\x94(\x8c\x0ctimeFromLast\x94G@\xa10\x00\x00\x00\x00\x00\x8c\x0cdistFromLast\x94G@W\xb3\xbe>\xe3\xa6\xd5usK\x01}\x94K\x02}\x94(h\x15G@\x87p\x00\x00\x00\x00\x00h\x16G@EjEU\x14t\xc1usK\x02}\x94K\x03}\x94(h\x15G@\x7f@\x00\x00\x00\x00\x00h\x16G@`g\xa64\x055\xb9usK\x03}\x94K\x04}\x94(h\x15G@b\xc0\x00\x00\x00\x00\x00h\x16G@IbH\x12\x9c\x19*usK\x04}\x94K\x05}\x94(h\x15G@\xa6D\x00\x00\x00\x00\x00h\x16G@u\xf0\xc5\xb9\x1b.`usK\x05}\x94u\x8c\x05_succ\x94h\x12\x8c\x05_pred\x94}\x94(K\x00}\x94K\x01}\x94K\x00h\x14sK\x02}\x94K\x01h\x18sK\x03}\x94K\x02h\x1asK\x04}\x94K\x03h\x1csK\x05}\x94K\x04h\x1esuub.'"
110,156170,18.81036014554002,22.30427639019785,905,1,3000.0,314.55807736668424,1.0,-1.0,
111,156170,20.58398057038943,22.25680341409751,2445,1,77000.0,153.7688817351052,2.0,0.0,
112,156170,18.89642860520076,22.93371749961012,2465,1,1000.0,157.58199543456615,3.0,-1.0,
113,156170,20.871508244097026,22.538918157990977,2785,1,16000.0,174.55986025889422,2.0,0.0,
114,156170,22.32892020561898,21.723121003420623,2885,1,5000.0,144.75089313567943,4.0,-1.0,
115,50488,22.12477489005201,23.898743484358747,325,1,,,0.0,0.0,"b'\x80\x04\x95\xc1\x01\x00\x00\x00\x00\x00\x00\x8c\x18networkx.classes.digraph\x94\x8c\x07DiGraph\x94\x93\x94)\x81\x94}\x94(\x8c\x05graph\x94}\x94\x8c\x05_node\x94}\x94(K\x00}\x94(\x8c\x01x\x94G@6\x1f\xf1?H""\xa8\x8c\x01y\x94G@7\xe6\x14\r\x90\xd0\\uK\x01}\x94(h\nG@7\x07Qj/O\xc8h\x0bG@8g\x83\xd4\x11Q\x90uK\x02}\x94(h\nG@7\xca\xc8\xc5bA\xcdh\x0bG@81\x16\xe2A\xae\x91uK\x03}\x94(h\nG@6X\xef\xb1""\x9c\xb4h\x0bG@8i\x9a\x8a@\xc3\xeduK\x04}\x94(h\nG@5\x99{\x02Y\xebRh\x0bG@8j\xbcm\xe2\xff\xc0uu\x8c\x04_adj\x94}\x94(K\x00}\x94K\x01}\x94(\x8c\x0ctimeFromLast\x94G@b\xc0\x00\x00\x00\x00\x00\x8c\x0cdistFromLast\x94G@SJ\x83_c\x08\xf7usK\x01}\x94K\x02}\x94(h\x14G@\x90h\x00\x00\x00\x00\x00h\x15G@dp.f>a?usK\x02}\x94K\x03}\x94(h\x14G@\x988\x00\x00\x00\x00\x00h\x15G@P\x9d\x9e(\x14{\xe4usK\x03}\x94K\x04}\x94(h\x14G@Y\x00\x00\x00\x00\x00\x00h\x15G@W\x08g\xafe^\xdeusK\x04}\x94u\x8c\x05_succ\x94h\x11\x8c\x05_pred\x94}\x94(K\x00}\x94K\x01}\x94K\x00h\x13sK\x02}\x94K\x01h\x17sK\x03}\x94K\x02h\x19sK\x04}\x94K\x03h\x1bsuub.'"
116,50488,23.02858604102201,24.40435529158418,385,1,3000.0,89.75414911836113,1.0,-1.0,
117,50488,23.79212602280477,24.191755429301853,525,1,7000.0,68.69078235031444,2.0,-1.0,
118,50488,22.347407408666825,24.41251434403596,945,1,21000.0,126.66231827987389,0.0,0.0,
119,50488,21.599533221199927,24.41693770210236,1065,1,6000.0,64.81692153241448,3.0,-1.0,
120,152851,21.381682578514027,18.064799732786984,585,1,,,0.0,-1.0,"b'\x80\x04\x95\xc1\x01\x00\x00\x00\x00\x00\x00\x8c\x18networkx.classes.digraph\x94\x8c\x07DiGraph\x94\x93\x94)\x81\x94}\x94(\x8c\x05graph\x94}\x94\x8c\x05_node\x94}\x94(K\x00}\x94(\x8c\x01x\x94G@5a\xb5\xf3\x10+\xb3\x8c\x01y\x94G@2\x10\x96\xb7\x1d\x1c\x11uK\x01}\x94(h\nG@3\xa6@\xb9\x90\xc5\xdah\x0bG@4\x8dM\xaf|{SuK\x02}\x94(h\nG@5\x1c\xd7\xc6{S\x7fh\x0bG@3\x9a\xe0c\x9dg\x92uK\x03}\x94(h\nG@6\x8er\x0e\xc7\xe2\\h\x0bG@2 *X5\xba\x1fuK\x04}\x94(h\nG@6A\xd4\x92\x0b \xe5h\x0bG@2\xfbh\xfa\x92\xdd\xd6uu\x8c\x04_adj\x94}\x94(K\x00}\x94K\x01}\x94(\x8c\x0ctimeFromLast\x94G@\x82\xc0\x00\x00\x00\x00\x00\x8c\x0cdistFromLast\x94G@i\xd6\xd8A\xdaitusK\x01}\x94K\x02}\x94(h\x14G@\x7f@\x00\x00\x00\x00\x00h\x15G@""]\\\x8c^\x15\x8ausK\x02}\x94K\x03}\x94(h\x14G@\xac \x00\x00\x00\x00\x00h\x15G@R=\xe0\xf4\xfay\xdfusK\x03}\x94K\x04}\x94(h\x14G@\xb5J\x00\x00\x00\x00\x00h\x15G@g\xb2\x8c\xa2+h\xe7usK\x04}\x94u\x8c\x05_succ\x94h\x11\x8c\x05_pred\x94}\x94(K\x00}\x94K\x01}\x94K\x00h\x13sK\x02}\x94K\x01h\x17sK\x03}\x94K\x02h\x19sK\x04}\x94K\x03h\x1bsuub.'"
121,152851,19.64942512306684,20.55196663655381,765,1,9000.0,262.68325210148436,1.0,-1.0,
122,152851,21.11266747008221,19.60498640625844,785,1,1000.0,151.0551037133514,2.0,-1.0,
123,152851,22.556427882957323,18.125646126858665,1725,1,47000.0,179.14851298180085,3.0,-1.0,
124,152851,22.25714981815044,18.982070599418726,2265,1,27000.0,78.62490900000054,4.0,-1.0,
125,197492,21.289898003534105,21.242035251979303,225,1,,,0.0,-1.0,"b""\x80\x04\x95\xd9\x02\x00\x00\x00\x00\x00\x00\x8c\x18networkx.classes.digraph\x94\x8c\x07DiGraph\x94\x93\x94)\x81\x94}\x94(\x8c\x05graph\x94}\x94\x8c\x05_node\x94}\x94(K\x00}\x94(\x8c\x01x\x94G@5J6\xc1lZ\xcc\x8c\x01y\x94G@5=\xf6\x05\xb3\xba\xf0uK\x01}\x94(h\nG@3\xee\xf6\xb6\xe2\x94\x0fh\x0bG@5\xb43x\x13\x8b\x1buK\x02}\x94(h\nG@49\xcc~\xdeG+h\x0bG@4\x8a<\x92\x1cn\xb8uK\x03}\x94(h\nG@2\xf4\x07\x06\x91\xe1yh\x0bG@5\x8e\x04\xff_6\xa3uK\x04}\x94(h\nG@3\xca\x94j\x10.sh\x0bG@6\xb5\xdd\xd5l\x11{uK\x05}\x94(h\nG@6\xc6\x7f\x8c\x04KOh\x0bG@6\x11V\xa7e\x80\xe9uK\x06}\x94(h\nG@6a\x1f\x9d\xc8\xe4,h\x0bG@5\xff\x82J>j,uK\x07}\x94(h\nG@5\x8b\xadY\x0f\x88\xdch\x0bG@7 :>\xbdz\x8fuK\x08}\x94(h\nG@4\x9dS\xa9\xbfLOh\x0bG@7'\\\xd7\xb2\xe5\x1duu\x8c\x04_adj\x94}\x94(K\x00}\x94K\x01}\x94(\x8c\x0ctimeFromLast\x94G@\xbcR\x00\x00\x00\x00\x00\x8c\x0cdistFromLast\x94G@dT\xfb\x19\xfcl{usK\x01}\x94K\x02}\x94(h\x18G@\xa3\x88\x00\x00\x00\x00\x00h\x19G@i\x0cN\xfaAX\xcausK\x02}\x94K\x03}\x94(h\x18G@\xa7\x0c\x00\x00\x00\x00\x00h\x19G@i\xaa\x96\xf1$v\xafusK\x03}\x94K\x04}\x94(h\x18G@\xb9\x96\x00\x00\x00\x00\x00h\x19G@ap\x05vL\x1bZusK\x04}\x94K\x05}\x94(h\x18G@\x99\xc8\x00\x00\x00\x00\x00h\x19G@_\x0bCt\xd13\xb0usK\x05}\x94K\x06}\x94(h\x18G@\x8f@\x00\x00\x00\x00\x00h\x19G@AlT\x88%\xe5\xb0usK\x06}\x94K\x07}\x94(h\x18G@r\xc0\x00\x00\x00\x00\x00h\x19G@]\x81\x9awc\x81[usK\x07}\x94K\x08}\x94(h\x18G@y\x00\x00\x00\x00\x00\x00h\x19G@J\x01\xa2\xceL\xef\xb5usK\x08}\x94u\x8c\x05_succ\x94h\x15\x8c\x05_pred\x94}\x94(K\x00}\x94K\x01}\x94K\x00h\x17sK\x02}\x94K\x01h\x1bsK\x03}\x94K\x02h\x1dsK\x04}\x94K\x03h\x1fsK\x05}\x94K\x04h!sK\x06}\x94K\x05h#sK\x07}\x94K\x06h%sK\x08}\x94K\x07h'suub."""
126,197492,19.933452062909108,21.70391035534986,465,1,12000.0,124.1868854923484,1.0,-1.0,
127,197492,20.22577660490712,20.539986736241843,525,1,3000.0,104.00624475238999,2.0,-1.0,
